City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,sihanoukville,10.6093,103.5296,25.97,89,75,2.06,KH,1698061776
365,petropavlovka,50.6114,105.3196,6.68,66,28,1.2,RU,1698061777
366,upata,8.0086,-62.3989,24.81,87,98,1.56,VE,1698061778
367,posse,-14.0931,-46.3694,27.83,45,73,3.47,BR,1698061778
368,ligny-en-barrois,48.6886,5.3254,15.3,92,100,6.66,FR,1698061779
369,santo antonio,-6.3106,-35.4789,29.66,54,100,6.06,BR,1698061779
370,poronaysk,49.2167,143.1167,2.22,66,5,4.91,RU,1698061780
371,vadso,70.0744,29.7487,1.49,75,40,4.12,NO,1698061781
372,noumea,-22.2763,166.4572,20.99,82,13,5.09,NC,1698061781
373,waimea,20.0231,-155.6717,18.07,99,53,0.9,US,1698061782
374,phillip island,-38.4835,145.231,13.6,92,62,2.84,AU,1698061782
375,la sarre,48.8002,-79.1996,-0.72,90,17,1.93,CA,1698061783
376,qui nhon,13.7667,109.2333,26.15,87,73,5.57,VN,1698061784
377,sao paulo de olivenca,-3.3783,-68.8725,24.69,92,100,1.3,BR,1698061784
378,energetik,51.7445,58.7934,3.99,65,100,5.34,RU,1698061785
379,aleksandrovsk,59.158,57.5624,-0.67,72,100,4.31,RU,1698061785
380,bubaque,11.2833,-15.8333,27.94,79,82,4.55,GW,1698061786
381,shenjiamen,29.9576,122.298,21.45,71,5,4.89,CN,1698061786
382,crane,31.3974,-102.3501,20.46,72,100,9.61,US,1698061787
383,kailua-kona,19.6406,-155.9956,24.57,67,0,3.09,US,1698061788
384,lasem,-6.6922,111.4527,27.23,78,32,2.09,ID,1698061788
385,veshenskaya,49.6303,41.7334,21.27,48,70,6.8,RU,1698061789
386,yemetsk,63.4721,41.7941,1.31,69,34,2.54,RU,1698061789
387,hastings,50.8552,0.5729,15.86,30,100,8.24,GB,1698061790
388,nyurba,63.2842,118.3319,-3.6,98,91,2.32,RU,1698061791
389,narasapur,16.45,81.6667,26.6,66,93,2.29,IN,1698061791
390,as sulayyil,20.4607,45.5779,34.14,18,0,6.48,SA,1698061792
391,buarcos,40.166,-8.8768,17.59,73,84,4.87,PT,1698061793
392,isola di capo rizzuto,38.96,17.0933,26.77,64,0,4.12,IT,1698061793
393,byron bay,-28.65,153.6167,21.16,86,3,6.34,AU,1698061587
394,babayevo,59.3936,35.9371,1.57,95,100,2.06,RU,1698061794
395,broome,42.2506,-75.833,5.49,90,100,3.09,US,1698061795
396,klyuchi,52.2667,79.1667,2.02,56,84,7.65,RU,1698061796
397,yamada,39.4667,141.95,10.15,68,0,3.07,JP,1698061797
398,ghatanji,20.1333,78.3167,26.25,54,79,3.03,IN,1698061797
399,tirumullaivasal,11.2333,79.8333,28.52,67,39,4.61,IN,1698061798
400,along,28.1667,94.7667,19.75,61,89,0.93,IN,1698061798
401,guaxupe,-21.3053,-46.7128,25.64,53,55,3.43,BR,1698061624
402,antofagasta,-23.65,-70.4,16.6,81,56,3.55,CL,1698061800
403,augusto correa,-1.0217,-46.635,30.29,60,96,3.93,BR,1698061800
404,menongue,-14.6585,17.691,38.12,12,83,1.45,AO,1698061801
405,daru,-9.0763,143.2092,23.55,77,82,4.63,PG,1698061801
406,nigde,37.8333,34.75,20.1,32,26,1.92,TR,1698061802
407,shelburne,44.0787,-80.2041,0.33,93,3,2.42,CA,1698061803
408,tutoia,-2.7619,-42.2744,28.16,65,99,6.25,BR,1698061804
409,chadron,42.8294,-102.9999,2.86,87,0,1.54,US,1698061804
410,marsa alam,25.0757,34.8918,29.54,60,0,5.88,EG,1698061805
411,mahdia,35.5047,11.0622,28.97,46,0,3.29,TN,1698061805
412,iwon-up,40.3231,128.6553,12.96,69,61,2.84,KP,1698061806
413,pimentel,-6.8367,-79.9342,20.16,83,75,7.2,PE,1698061807
414,santana,-0.0583,-51.1817,30.1,70,20,2.57,BR,1698061807
415,charlottetown,46.2352,-63.1267,7.29,93,75,8.23,CA,1698061438
416,canutama,-6.5339,-64.3831,28.52,66,100,1.51,BR,1698061809
417,puttalam,8.0362,79.8283,26.69,78,55,5.8,LK,1698061809
418,abbeville,50.1,1.8333,13.98,68,100,6.39,FR,1698061810
419,necochea,-38.5473,-58.7368,14.09,91,100,5.4,AR,1698061637
420,stepnoye,51.4,46.8667,12.28,53,92,8.75,RU,1698061811
421,pionerskiy,54.9508,20.2275,12.08,77,53,8.76,RU,1698061812
422,wanning,18.8003,110.3967,25.03,93,100,5.35,CN,1698061813
423,port lincoln,-34.7333,135.8667,22.82,35,61,7.95,AU,1698061813
424,sungai raya,0.7,108.9,26.4,83,85,1.84,ID,1698061814
425,lagos,6.5833,3.75,30.59,66,96,2.53,NG,1698061803
426,wuhan,30.5833,114.2667,23.05,44,0,3.18,CN,1698061354
427,gus'-khrustal'nyy,55.6111,40.6519,6.02,98,100,1.2,RU,1698061816
428,sterling,39.0062,-77.4286,7.72,71,0,3.13,US,1698061648
429,puerto deseado,-47.7503,-65.8938,9.79,53,0,3.5,AR,1698061817
430,baiti,13.745,-14.7482,32.79,46,93,2.96,SN,1698061818
431,anloga,5.7947,0.8973,27.97,77,98,3.81,GH,1698061819
432,kirando,-7.4167,30.6,31.65,40,11,3.9,TZ,1698061819
433,aromashevo,56.8602,68.6375,0.06,63,62,5.96,RU,1698061820
434,rockport,28.0206,-97.0544,27.01,87,0,3.09,US,1698061820
435,yanbu,24.0891,38.0637,39.02,30,0,3.09,SA,1698061821
436,darley,-37.6377,144.4263,14.58,73,69,2.22,AU,1698061821
437,fomboni,-12.28,43.7425,26.76,73,23,8.47,KM,1698061822
438,al bayda',32.7627,21.7551,25.71,29,6,5.59,LY,1698061823
439,amos,48.5669,-78.1162,-1.32,88,9,1.48,CA,1698061823
440,helena valley west central,46.6629,-112.0604,6.6,88,100,3.6,US,1698061824
441,sosnovka,56.255,51.2842,0.23,98,100,3.59,RU,1698061824
442,bodaybo,57.8506,114.1933,-1.14,70,50,1.58,RU,1698061825
443,san lorenzo de esmeraldas,1.2883,-78.8369,24.81,89,82,0.8,EC,1698061826
444,santa cruz del norte,23.1539,-81.9236,25.18,72,99,5.42,CU,1698061826
445,tindouf,27.6711,-8.1474,26.25,47,40,3.09,DZ,1698061827
446,penzance,50.1186,-5.5371,17.09,100,40,6.69,GB,1698061828
447,ksar chellala,35.2122,2.3189,28.0,20,97,8.15,DZ,1698061828
448,greymouth,-42.4667,171.2,8.67,88,96,2.09,NZ,1698061829
449,kurumkan,54.3,110.3,0.94,60,48,1.38,RU,1698061830
450,jacobabad,28.281,68.4388,35.2,19,2,1.02,PK,1698061830
451,katsuren-haebaru,26.3369,127.8719,26.43,65,75,3.6,JP,1698061831
452,kodinsk,58.6881,99.1844,4.7,78,98,4.38,RU,1698061831
453,charters towers,-20.1,146.2667,21.47,69,16,2.87,AU,1698061832
454,shadrinsk,56.0852,63.6335,1.16,67,99,7.17,RU,1698061833
455,tianpeng,30.9866,103.9393,19.56,66,52,1.41,CN,1698061833
456,kachug,53.9606,105.8817,2.55,64,3,1.73,RU,1698061834
457,east london,-33.0153,27.9116,21.52,60,0,8.75,ZA,1698061835
458,mustafabad,30.8922,73.4989,27.83,40,0,1.5,PK,1698061835
459,lazaro cardenas,17.9583,-102.2,23.8,87,88,2.25,MX,1698061774
460,galliano,29.4422,-90.2992,18.33,94,100,0.0,US,1698061836
461,sutherlin,43.3901,-123.3126,15.22,61,100,1.54,US,1698061837
462,mora,11.0461,14.1401,36.36,10,23,3.62,CM,1698061837
463,sedhiou,12.7081,-15.5569,27.49,77,99,1.61,SN,1698061838
464,otjiwarongo,-20.4637,16.6477,35.28,6,0,1.27,NA,1698061839
465,tahe,52.3333,124.7333,1.27,69,62,1.45,CN,1698061839
466,palikir - national government center,6.9248,158.1611,25.41,94,40,1.54,FM,1698061840
467,laghouat,33.8,2.8651,28.38,25,78,9.19,DZ,1698061841
468,aras-asan,8.8908,126.3033,27.01,80,59,1.79,PH,1698061841
469,sergeyevka,53.88,67.4158,1.33,59,100,6.52,KZ,1698061842
470,dongcun,36.7767,121.1597,16.42,53,24,3.34,CN,1698061843
471,balkh,36.75,67.0,23.21,32,75,3.18,AF,1698061844
472,el granada,37.5027,-122.4694,17.16,95,100,3.6,US,1698061844
473,san matias,-16.3667,-58.4,36.48,26,14,4.4,BO,1698061845
474,pocito,-31.6833,-68.5833,18.63,70,79,4.82,AR,1698061845
475,oban,56.4127,-5.4706,10.21,63,95,2.95,GB,1698061846
476,akrehamn,59.2667,5.1833,10.56,93,75,2.57,NO,1698061847
477,ha'il,27.5219,41.6907,33.01,19,40,5.14,SA,1698061847
478,nouadhibou,20.931,-17.0347,23.02,81,41,5.39,MR,1698061848
479,asaita,11.5636,41.4394,37.21,22,24,5.86,ET,1698061848
480,valdivia,-39.8142,-73.2459,4.05,63,0,0.84,CL,1698061849
481,shiguai,40.7058,110.2856,9.74,25,41,0.76,CN,1698061850
482,port isabel,26.0734,-97.2086,25.02,84,0,2.57,US,1698061850
483,flin flon,54.7682,-101.865,-3.09,63,100,2.57,CA,1698061851
484,grantsville,40.5999,-112.4644,15.33,43,2,2.47,US,1698061851
485,lahad datu,5.0268,118.327,26.33,86,48,1.53,MY,1698061852
486,kenai,60.5544,-151.2583,-6.97,86,0,2.57,US,1698061853
487,levico terme,46.0129,11.3072,20.1,66,42,1.36,IT,1698061874
488,kangiwa,12.5521,3.8187,37.47,12,33,5.75,NG,1698061875
489,bozuyuk,39.9078,30.0367,26.19,21,52,2.14,TR,1698061876
490,mormugao,15.4,73.8,28.89,65,51,4.69,IN,1698061876
491,port blair,11.6667,92.75,28.02,78,40,1.03,IN,1698061877
492,bandarbeyla,9.4942,50.8122,29.65,68,70,7.23,SO,1698061877
493,macapa,0.0389,-51.0664,29.99,70,20,2.57,BR,1698061681
494,carbondale,37.7273,-89.2168,8.16,90,0,0.0,US,1698061816
495,praia da vitoria,38.7333,-27.0667,21.14,68,40,6.38,PT,1698061879
496,apaseo el grande,20.5667,-100.7,14.69,93,88,1.56,MX,1698061880
497,uberlandia,-18.9186,-48.2772,25.56,50,0,7.72,BR,1698061881
498,tazacorte,28.629,-17.9293,24.54,76,75,8.23,ES,1698061882
499,schuylkill haven,40.6307,-76.1711,7.19,78,3,2.24,US,1698061883
500,salalah,17.0151,54.0924,30.05,74,40,9.26,OM,1698061667
501,walla walla,46.0646,-118.343,14.26,80,100,5.36,US,1698061884
502,mocimboa,-11.3167,40.35,30.38,52,10,5.79,MZ,1698061884
503,cruzeiro do oeste,-23.785,-53.0733,28.76,42,87,5.48,BR,1698061885
504,suva,-18.1416,178.4415,23.71,83,100,2.06,FJ,1698061663
505,las palmas,28.4204,-14.0131,23.44,50,20,4.63,ES,1698061886
506,lira,2.235,32.9097,30.81,38,46,2.48,UG,1698061887
507,proletariy,58.4342,31.7046,3.43,90,100,2.62,RU,1698061888
508,evinayong,1.4368,10.5512,24.88,89,94,0.43,GQ,1698061888
509,arecibo,18.4724,-66.7157,29.59,92,24,1.78,PR,1698061890
510,scottburgh,-30.2867,30.7532,20.19,66,79,3.61,ZA,1698061890
511,montrose,38.4166,-108.2673,6.52,38,2,2.88,US,1698061891
512,pailon,-17.65,-62.75,29.5,26,43,6.21,BO,1698061892
513,eureka,40.8021,-124.1637,15.37,95,92,0.45,US,1698061893
514,cheremukhovo,60.3484,59.9851,-0.86,70,37,3.84,RU,1698061893
515,sao tome,0.3365,6.7273,29.02,74,75,7.2,ST,1698061894
516,lensk,60.7253,114.9278,-1.05,79,99,3.29,RU,1698061894
517,nikolayevsk-on-amure,53.1406,140.73,-1.18,65,45,1.72,RU,1698061895
518,tidjikja,18.5564,-11.4271,30.25,30,98,0.89,MR,1698061896
519,souillac,-20.5167,57.5167,29.21,61,40,8.23,MU,1698061896
520,kuragino,53.8975,92.6725,5.87,59,96,10.41,RU,1698061840
521,balabac,7.9868,117.0645,28.33,75,100,2.38,PH,1698061897
522,wajir,1.7471,40.0573,32.98,49,40,1.54,KE,1698061898
523,plastun,44.7561,136.2939,6.14,65,0,2.3,RU,1698061899
524,rio gallegos,-51.6226,-69.2181,8.03,66,0,2.57,AR,1698061900
525,alesund,62.4723,6.1549,9.63,79,75,4.12,NO,1698061817
526,padang,-0.9492,100.3543,27.03,90,82,1.0,ID,1698061901
527,kingston,17.997,-76.7936,27.53,84,40,2.06,JM,1698061269
528,sibut,5.718,19.0739,30.17,67,98,1.79,CF,1698061903
529,tamanrasset,22.785,5.5228,30.95,10,0,7.72,DZ,1698061903
530,kayangel,8.0823,134.7173,28.64,75,92,3.48,PW,1698061904
531,ouadda,8.0777,22.4007,32.19,45,38,3.13,CF,1698061904
532,el amria,35.5244,-1.0158,24.9,48,81,3.53,DZ,1698061906
533,suez,29.9737,32.5263,31.84,34,8,4.79,EG,1698061906
534,pandan,14.0453,124.1694,26.71,86,100,2.34,PH,1698061907
535,mirador,-6.3708,-44.3631,27.94,73,82,2.08,BR,1698061907
536,puerto aysen,-45.4,-72.7,10.05,74,1,1.53,CL,1698061908
537,richards bay,-28.783,32.0377,22.77,58,20,4.12,ZA,1698061909
538,dolores,-36.3132,-57.6792,17.42,86,100,5.93,AR,1698061910
539,robore,-18.3333,-59.75,35.23,26,8,3.83,BO,1698061910
540,novodvinsk,64.4165,40.8122,1.49,71,45,3.75,RU,1698061911
541,sarangani,5.4033,125.4636,29.25,71,8,3.85,PH,1698061911
542,pudasjarvi,65.3833,26.9167,-0.72,59,15,2.48,FI,1698061912
543,swakopmund,-22.6833,14.5333,24.47,75,27,4.47,NA,1698061913
544,jiangzi,28.95,89.6333,2.76,23,31,5.02,CN,1698061913
545,gedo,9.0167,37.45,19.03,64,39,0.76,ET,1698061914
546,hegang,47.4,130.3667,6.96,52,0,2.71,CN,1698061914
547,san andres,12.5847,-81.7006,25.01,100,75,2.57,CO,1698061915
548,pachino,36.7186,15.0907,23.74,66,0,4.02,IT,1698061916
549,los mochis,25.7667,-108.9667,21.4,89,79,7.94,MX,1698061916
550,ciudad bolivar,8.1222,-63.5497,26.0,82,100,2.93,VE,1698061708
551,vilyuysk,63.7553,121.6247,-5.27,98,99,1.65,RU,1698061917
552,domoni,-12.2569,44.5319,28.36,62,10,4.01,KM,1698061918
553,tucurui,-3.7661,-49.6725,31.02,57,96,2.88,BR,1698061918
554,puerto cabezas,14.0351,-83.3888,24.32,95,100,2.89,NI,1698061919
555,walvis bay,-22.9575,14.5053,24.53,46,0,5.14,NA,1698061920
556,reus,41.1561,1.1069,24.62,51,20,5.14,ES,1698061920
557,coruripe,-10.1256,-36.1756,26.9,61,44,5.87,BR,1698061921
558,thanh hoa,19.8,105.7667,24.58,84,91,1.7,VN,1698061921
559,les cayes,18.2,-73.75,27.13,78,63,1.73,HT,1698061922
560,kyzyl-mazhalyk,51.1333,90.6,7.4,51,79,2.92,RU,1698061923
561,amahai,-3.3333,128.9167,26.0,84,49,2.38,ID,1698061923
